fiscal_year,fund,department,class_id,class,minor_class_id,minor_class,total
2015,General Operating Fund,Director of Finance,5,"Contributions, Indemnities, Refunds, Taxes",504,Meritorious Awards,25000
2015,General Operating Fund,Director of Finance,5,"Contributions, Indemnities, Refunds, Taxes",505,Contributions-ed & Non-prof Rec Org,96019507
2015,General Operating Fund,Director of Finance,5,"Contributions, Indemnities, Refunds, Taxes",512,Refunds,250000
2015,General Operating Fund,Director of Finance,5,"Contributions, Indemnities, Refunds, Taxes",513,Indemnities-interdepartmental Trans,33660000
2015,General Operating Fund,Director of Finance,5,"Contributions, Indemnities, Refunds, Taxes",517,Contributions-gov & Non-prof Not Ed,4675000
2015,General Operating Fund,Revenue,1,Personal Services,100,Salary Control,125420
2015,General Operating Fund,Revenue,1,Personal Services,101,Perm Full Time-civilian,16548090
2015,General Operating Fund,Revenue,1,Personal Services,121,Temporary Seasonal,775450
2015,General Operating Fund,Revenue,1,Personal Services,161,Overtime Civilian,307800
2015,General Operating Fund,Revenue,1,Personal Services,171,"Holiday ""g""(2/3 Shifts)",3900
2015,General Operating Fund,Revenue,1,Personal Services,181,Shift,3885
2015,General Operating Fund,Revenue,2,Purchase of Services,205,Refuse/garbage/silt/sludge Removal,4000
2015,General Operating Fund,Revenue,2,Purchase of Services,209,Telephone,2419
2015,General Operating Fund,Revenue,2,Purchase of Services,210,Postage,1713184
2015,General Operating Fund,Revenue,2,Purchase of Services,211,Transportation,23700
2015,General Operating Fund,Revenue,2,Purchase of Services,216,Commercial Off-shelf Comp Software,835
2015,General Operating Fund,Revenue,2,Purchase of Services,230,Meals-non-travel & Officl Entertain,500
2015,General Operating Fund,Revenue,2,Purchase of Services,240,Advertising/promotional Activities,300
2015,General Operating Fund,Revenue,2,Purchase of Services,250,Professional Consult/spec Services,2015400
2015,General Operating Fund,Revenue,2,Purchase of Services,251,Information Technology-prof Service,280
2015,General Operating Fund,Revenue,2,Purchase of Services,255,Dues,27200
2015,General Operating Fund,Revenue,2,Purchase of Services,256,Seminar and Training Sessions,17000
2015,General Operating Fund,Revenue,2,Purchase of Services,258,Court Reporters,4500
2015,General Operating Fund,Revenue,2,Purchase of Services,260,Repair and Maintenance Charges,284131
2015,General Operating Fund,Revenue,2,Purchase of Services,266,Maint/support-computr Hardware/soft,2000
2015,General Operating Fund,Revenue,2,Purchase of Services,285,Rents,6000
2015,General Operating Fund,Revenue,3,Materials and Supplies,304,Books and Other Publications,22435
2015,General Operating Fund,Revenue,3,Materials and Supplies,305,Building and Construction,1000
2015,General Operating Fund,Revenue,3,Materials and Supplies,308,Dry Goods/notions/wearing Apparel,950
2015,General Operating Fund,Revenue,3,Materials and Supplies,310,Electrical and Communication,525
2015,General Operating Fund,Revenue,3,Materials and Supplies,316,General Hardware and Minor Tools,500
2015,General Operating Fund,Revenue,3,Materials and Supplies,318,"Janitorial, Laundry and Household",1145
2015,General Operating Fund,Revenue,3,Materials and Supplies,320,Office Materials and Supplies,215664
2015,General Operating Fund,Revenue,3,Materials and Supplies,324,"Precision, Photographic and Artists",21900
2015,General Operating Fund,Revenue,3,Materials and Supplies,325,Printing,261073
2015,General Operating Fund,Revenue,3,Materials and Supplies,326,Recreational and Educational,600
2015,General Operating Fund,Revenue,3,Materials and Supplies,335,Lubricants,500
2015,General Operating Fund,Revenue,3,Materials and Supplies,345,Gasoline,25
2015,General Operating Fund,Revenue,4,Equipment,420,Office Equipment,37259
2015,General Operating Fund,Revenue,4,Equipment,430,Furniture and Furnishings,7500
2015,General Operating Fund,Sinking Fund Commission,2,Purchase of Services,250,Professional Consult/spec Services,4500
2015,General Operating Fund,Sinking Fund Commission,2,Purchase of Services,281,Lease Payments-phila Municipal Auth,28743912
2015,General Operating Fund,Sinking Fund Commission,2,Purchase of Services,285,Rents,82468894
2015,General Operating Fund,Sinking Fund Commission,7,Debt Service,701,Interest on City Debt -- Long-term,72337384
2015,General Operating Fund,Sinking Fund Commission,7,Debt Service,702,Principal Payments on City Debt-l/t,58565000
2015,General Operating Fund,Sinking Fund Commission,7,Debt Service,703,Interest on City Debt - Short-term,3500000
2015,General Operating Fund,Sinking Fund Commission,7,Debt Service,704,Sinking Fund Reserve Payment,1335875
2015,General Operating Fund,Sinking Fund Commission,7,Debt Service,705,Commitment Fee Expense,740000
2015,General Operating Fund,Sinking Fund Commission,7,Debt Service,706,Arbitrage Payments,100000
2015,General Operating Fund,Procurement,1,Personal Services,101,Perm Full Time-civilian,2325132
2015,General Operating Fund,Procurement,1,Personal Services,161,Overtime Civilian,5000
2015,General Operating Fund,Procurement,2,Purchase of Services,210,Postage,4500
2015,General Operating Fund,Procurement,2,Purchase of Services,211,Transportation,5000
2015,General Operating Fund,Procurement,2,Purchase of Services,230,Meals-non-travel & Officl Entertain,500
2015,General Operating Fund,Procurement,2,Purchase of Services,240,Advertising/promotional Activities,2194662
2015,General Operating Fund,Procurement,2,Purchase of Services,250,Professional Consult/spec Services,80500
2015,General Operating Fund,Procurement,2,Purchase of Services,255,Dues,2025
2015,General Operating Fund,Procurement,2,Purchase of Services,256,Seminar and Training Sessions,6580
2015,General Operating Fund,Procurement,2,Purchase of Services,258,Court Reporters,300
2015,General Operating Fund,Procurement,2,Purchase of Services,260,Repair and Maintenance Charges,19200
2015,General Operating Fund,Procurement,2,Purchase of Services,285,Rents,3000
2015,General Operating Fund,Procurement,3,Materials and Supplies,304,Books and Other Publications,9000
2015,General Operating Fund,Procurement,3,Materials and Supplies,308,Dry Goods/notions/wearing Apparel,100
2015,General Operating Fund,Procurement,3,Materials and Supplies,313,Food,484
2015,General Operating Fund,Procurement,3,Materials and Supplies,320,Office Materials and Supplies,20000
2015,General Operating Fund,Procurement,3,Materials and Supplies,324,"Precision, Photographic and Artists",5605
2015,General Operating Fund,Procurement,3,Materials and Supplies,325,Printing,4365
2015,General Operating Fund,Procurement,4,Equipment,420,Office Equipment,7500
2015,General Operating Fund,Procurement,4,Equipment,430,Furniture and Furnishings,2000
2015,General Operating Fund,City Treasurer,1,Personal Services,101,Perm Full Time-civilian,780122
2015,General Operating Fund,City Treasurer,2,Purchase of Services,209,Telephone,27
2015,General Operating Fund,City Treasurer,2,Purchase of Services,210,Postage,2354
2015,General Operating Fund,City Treasurer,2,Purchase of Services,211,Transportation,434
2015,General Operating Fund,City Treasurer,2,Purchase of Services,250,Professional Consult/spec Services,102279
2015,General Operating Fund,City Treasurer,2,Purchase of Services,255,Dues,1500
2015,General Operating Fund,City Treasurer,2,Purchase of Services,256,Seminar and Training Sessions,3500
2015,General Operating Fund,City Treasurer,2,Purchase of Services,260,Repair and Maintenance Charges,4200
2015,General Operating Fund,City Treasurer,2,Purchase of Services,285,Rents,4150
2015,General Operating Fund,City Treasurer,3,Materials and Supplies,304,Books and Other Publications,1022
2015,General Operating Fund,City Treasurer,3,Materials and Supplies,320,Office Materials and Supplies,6200
2015,General Operating Fund,City Treasurer,3,Materials and Supplies,325,Printing,14002
2015,General Operating Fund,City Treasurer,4,Equipment,420,Office Equipment,1000
2015,General Operating Fund,City Representative,1,Personal Services,101,Perm Full Time-civilian,403358
2015,General Operating Fund,City Representative,2,Purchase of Services,211,Transportation,8000
2015,General Operating Fund,City Representative,2,Purchase of Services,230,Meals-non-travel & Officl Entertain,2100
2015,General Operating Fund,City Representative,2,Purchase of Services,250,Professional Consult/spec Services,528130
2015,General Operating Fund,City Representative,2,Purchase of Services,255,Dues,1000
2015,General Operating Fund,City Representative,2,Purchase of Services,256,Seminar and Training Sessions,10000
2015,General Operating Fund,City Representative,2,Purchase of Services,260,Repair and Maintenance Charges,5000
2015,General Operating Fund,City Representative,2,Purchase of Services,285,Rents,7500
2015,General Operating Fund,City Representative,3,Materials and Supplies,304,Books and Other Publications,31000
2015,General Operating Fund,City Representative,3,Materials and Supplies,320,Office Materials and Supplies,6000
2015,General Operating Fund,City Representative,3,Materials and Supplies,324,"Precision, Photographic and Artists",8000
2015,General Operating Fund,City Representative,3,Materials and Supplies,325,Printing,3000
2015,General Operating Fund,City Representative,4,Equipment,424,"Precision, Photographic and Artist",6000
2015,General Operating Fund,Commerce,1,Personal Services,101,Perm Full Time-civilian,1889967
2015,General Operating Fund,Commerce,2,Purchase of Services,211,Transportation,1185
2015,General Operating Fund,Commerce,2,Purchase of Services,230,Meals-non-travel & Officl Entertain,30
2015,General Operating Fund,Commerce,2,Purchase of Services,250,Professional Consult/spec Services,1611448
2015,General Operating Fund,Commerce,2,Purchase of Services,256,Seminar and Training Sessions,325
2015,General Operating Fund,Commerce,2,Purchase of Services,260,Repair and Maintenance Charges,1875
2015,General Operating Fund,Commerce,2,Purchase of Services,285,Rents,15012816
2015,General Operating Fund,Commerce,2,Purchase of Services,295,Purchase Services-imprest Advances,250
2015,General Operating Fund,Commerce,3,Materials and Supplies,304,Books and Other Publications,1702
2015,General Operating Fund,Commerce,3,Materials and Supplies,310,Electrical and Communication,66
2015,General Operating Fund,Commerce,3,Materials and Supplies,318,"Janitorial, Laundry and Household",395
2015,General Operating Fund,Commerce,3,Materials and Supplies,320,Office Materials and Supplies,6500
2015,General Operating Fund,Commerce,3,Materials and Supplies,324,"Precision, Photographic and Artists",16038
2015,General Operating Fund,Commerce,3,Materials and Supplies,325,Printing,1953
2015,General Operating Fund,Commerce,5,"Contributions, Indemnities, Refunds, Taxes",517,Contributions-gov & Non-prof Not Ed,500000
2015,General Operating Fund,Law,1,Personal Services,100,Salary Control,20000
2015,General Operating Fund,Law,1,Personal Services,101,Perm Full Time-civilian,7133923
2015,General Operating Fund,Law,1,Personal Services,121,Temporary Seasonal,5000
2015,General Operating Fund,Law,1,Personal Services,161,Overtime Civilian,5000
2015,General Operating Fund,Law,2,Purchase of Services,209,Telephone,200
2015,General Operating Fund,Law,2,Purchase of Services,210,Postage,2000
2015,General Operating Fund,Law,2,Purchase of Services,211,Transportation,17300
2015,General Operating Fund,Law,2,Purchase of Services,216,Commercial Off-shelf Comp Software,3000
2015,General Operating Fund,Law,2,Purchase of Services,250,Professional Consult/spec Services,1604695
2015,General Operating Fund,Law,2,Purchase of Services,251,Information Technology-prof Service,160000
2015,General Operating Fund,Law,2,Purchase of Services,253,Legal Services,3199488
2015,General Operating Fund,Law,2,Purchase of Services,255,Dues,40000
2015,General Operating Fund,Law,2,Purchase of Services,256,Seminar and Training Sessions,20000
2015,General Operating Fund,Law,2,Purchase of Services,257,Architectural & Engineering Srvcs,400000
2015,General Operating Fund,Law,2,Purchase of Services,258,Court Reporters,300000
